Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
1639,RL,10928,Reg,6,1978,Gable,PConc,1427,GasA,SBrkr,1671,TA,7,Attchd,1978,484,TA,2009,184294.576
1640,RL,12388,IR1,7,1980,Gable,CBlock,1043,GasA,SBrkr,2673,Gd,9,BuiltIn,1980,441,TA,2009,200443.7921
1641,RL,11088,Reg,5,1978,Gable,PConc,1140,GasA,SBrkr,1707,TA,7,Attchd,1978,479,TA,2009,181294.7845
1642,FV,7000,Reg,5,2003,Gable,PConc,926,GasA,SBrkr,1884,Ex,7,Attchd,2003,581,TA,2009,174354.3363
1643,FV,7500,Reg,5,2000,Gable,PConc,1058,GasA,SBrkr,1874,Gd,7,Attchd,2000,588,TA,2009,172023.6778
1644,FV,8470,Reg,5,2002,Gable,PConc,972,GasA,SBrkr,1811,Gd,7,Attchd,2002,565,TA,2009,181666.9229
1645,RL,9373,IR1,7,1975,Gable,CBlock,1621,GasA,SBrkr,1621,TA,7,Attchd,1975,478,TA,2009,179024.4913
1646,RL,10140,Reg,6,1974,Hip,CBlock,1116,GasA,SBrkr,1116,TA,6,Attchd,1974,528,TA,2009,178324.1916
1647,RL,11050,IR1,5,1975,Gable,CBlock,1176,GasA,SBrkr,1193,TA,5,Attchd,1975,506,TA,2009,184534.6767
1648,RL,7830,IR1,5,1970,Gable,CBlock,1180,GasA,SBrkr,1180,TA,6,Attchd,1970,477,TA,2009,159397.2504
1649,RL,8510,IR1,7,1971,Gable,CBlock,1043,GasA,SBrkr,1050,TA,6,Attchd,1971,336,TA,2009,178430.9667
1650,RL,7038,Reg,6,1970,Gable,CBlock,864,GasA,SBrkr,864,TA,5,Detchd,2001,576,TA,2009,177743.7994
1651,RL,9000,Reg,7,1971,Gable,CBlock,864,GasA,SBrkr,864,TA,5,Detchd,1986,576,TA,2009,179395.3055
1652,RM,1680,Reg,5,1973,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Detchd,1973,264,TA,2009,151713.3847
1653,RM,1680,Reg,6,1972,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Detchd,1972,288,TA,2009,151713.3847
1654,RL,2308,Reg,5,1976,Gable,CBlock,804,GasA,SBrkr,1548,TA,7,Detchd,1976,440,TA,2009,168434.978
1655,RL,2280,Reg,5,1975,Gable,CBlock,1057,GasA,SBrkr,1055,TA,4,Attchd,1975,440,TA,2009,153999.1003
1656,RL,2349,Reg,5,1977,Gable,CBlock,855,GasA,SBrkr,1456,TA,6,Attchd,1977,440,TA,2009,164096.0974
1657,RL,2364,Reg,5,1978,Gable,CBlock,804,GasA,SBrkr,1548,TA,7,Detchd,1978,440,TA,2009,166335.403
1658,RL,2364,Reg,5,1978,Gable,CBlock,855,GasA,SBrkr,1456,TA,6,Attchd,1978,440,TA,2009,163020.7254
1659,RL,2104,Reg,6,1976,Gable,CBlock,836,GasA,SBrkr,836,TA,5,Attchd,1976,345,TA,2009,155862.5107
1660,RL,10710,Reg,7,1966,Hip,PConc,864,GasA,SBrkr,1120,TA,5,Attchd,1966,656,TA,2009,182760.6511
1661,RL,14257,Reg,5,2007,Hip,PConc,1776,GasA,SBrkr,2772,Ex,10,BuiltIn,2007,754,TA,2009,201912.2706
1662,RL,12350,Reg,5,2009,Gable,PConc,1365,GasA,SBrkr,2690,Ex,8,Attchd,2009,864,TA,2009,185988.234
1663,RL,12350,Reg,5,2008,Hip,PConc,2020,GasA,SBrkr,2020,Ex,7,Attchd,2008,896,TA,2009,183778.4489
1664,RL,13693,Reg,5,2007,Hip,PConc,2630,GasA,SBrkr,2674,Ex,8,Attchd,2007,762,TA,2009,170935.8592
1665,RL,11578,Reg,5,2008,Gable,PConc,1736,GasA,SBrkr,1736,Ex,7,Attchd,2008,834,TA,2009,184468.9084
1666,RL,16870,IR1,5,2004,Hip,PConc,1782,GasA,SBrkr,1782,Gd,7,Attchd,2004,932,TA,2009,191569.0897
1667,RL,23303,IR3,5,2007,Gable,PConc,1508,GasA,SBrkr,2520,Ex,10,BuiltIn,2007,640,TA,2009,232991.0256
1668,RL,10367,IR1,5,2008,Hip,PConc,1739,GasA,SBrkr,1743,Ex,8,Attchd,2008,927,TA,2009,180980.7214
1669,RL,10872,IR1,5,2006,Gable,PConc,1504,GasA,SBrkr,1531,Ex,6,Attchd,2006,700,TA,2009,164279.1305
1670,RL,13514,IR1,5,2008,Hip,PConc,1774,GasA,SBrkr,1808,Ex,7,Attchd,2008,850,TA,2009,183859.4604
1671,RL,12878,IR1,5,2003,Hip,PConc,1760,GasA,SBrkr,1760,Gd,8,Attchd,2003,583,TA,2009,185922.4657
1672,RL,15274,IR1,5,2003,Hip,PConc,2452,GasA,SBrkr,2452,Ex,10,Attchd,2003,886,TA,2009,191742.7781
1673,RL,13262,IR1,5,2003,Gable,PConc,1082,GasA,SBrkr,2400,Gd,10,BuiltIn,2003,730,TA,2009,199954.0725
1674,RL,9658,IR1,5,2006,Gable,PConc,1598,GasA,SBrkr,1606,Gd,6,Attchd,2006,871,TA,2009,180690.2748
1675,RL,6904,IR1,5,2005,Gable,PConc,1358,GasA,SBrkr,1358,Gd,6,Attchd,2005,484,TA,2009,163099.3096
1676,RL,5122,IR1,5,2005,Gable,PConc,1306,GasA,SBrkr,1306,Gd,5,Attchd,2005,624,TA,2009,140791.9225
1677,RL,10307,IR1,5,2007,Gable,PConc,1350,GasA,SBrkr,1358,Gd,6,Attchd,2008,484,TA,2009,166481.8665
1678,RL,14836,IR1,5,2004,Hip,PConc,2492,GasA,SBrkr,2492,Ex,8,Attchd,2004,949,TA,2009,172080.4345
1679,RL,15262,IR1,5,2003,Hip,PConc,2200,GasA,SBrkr,2200,Ex,8,Attchd,2003,685,TA,2009,191719.1617
1680,RL,7390,IR1,5,2008,Hip,PConc,1884,GasA,SBrkr,1884,Ex,6,Attchd,2008,649,TA,2009,160741.0986
1681,RL,6472,Reg,5,2008,Hip,PConc,1451,GasA,SBrkr,1456,Ex,6,Attchd,2008,539,TA,2009,157829.5469
1682,RL,16770,Reg,5,2002,Hip,PConc,1712,GasA,SBrkr,1712,Gd,8,Attchd,2002,701,TA,2009,196896.7486
1683,RL,3480,Reg,5,2003,Gable,PConc,1405,GasA,SBrkr,1405,Gd,6,Attchd,2003,478,TA,2009,159675.424
1684,RL,10928,Reg,5,2005,Gable,PConc,728,GasA,SBrkr,1456,Gd,8,Attchd,2005,390,TA,2009,182084.7909
1685,RL,8918,IR1,5,2005,Gable,PConc,745,GasA,SBrkr,1490,Gd,7,Attchd,2005,392,TA,2009,179233.9264
1686,RL,3182,Reg,5,2005,Gable,PConc,1220,GasA,SBrkr,1220,Gd,5,Attchd,2005,397,TA,2009,155774.2709
1687,RL,9434,IR1,5,2004,Gable,PConc,384,GasA,SBrkr,1374,Gd,6,BuiltIn,2004,400,TA,2009,181354.3267
1688,RL,7984,IR1,5,2004,Gable,PConc,868,GasA,SBrkr,1630,Gd,7,BuiltIn,2004,436,TA,2009,179605.5637
1689,RL,10125,IR1,5,2004,Gable,PConc,846,GasA,SBrkr,1594,Gd,7,Attchd,2004,434,TA,2009,181609.3487
1690,RL,8965,IR1,5,2003,Gable,PConc,782,GasA,SBrkr,1489,Gd,8,Attchd,2003,400,TA,2009,178221.5316
1691,RL,8174,IR1,5,2003,Gable,PConc,698,GasA,SBrkr,1342,Gd,7,Attchd,2003,393,TA,2009,175559.9207
1692,RL,12891,IR1,5,2002,Gable,PConc,870,GasA,SBrkr,2004,Gd,8,BuiltIn,2002,644,TA,2009,200328.8228
1693,RL,9734,IR1,5,2004,Gable,PConc,384,GasA,SBrkr,1374,Gd,7,BuiltIn,2004,400,TA,2009,178630.0606
1694,RL,8433,IR1,5,2000,Gable,PConc,794,GasA,SBrkr,1514,TA,7,Attchd,2000,394,TA,2009,177174.5352
1695,RL,7750,Reg,5,1999,Gable,PConc,384,GasA,SBrkr,1430,TA,7,BuiltIn,1999,400,TA,2009,172515.6874
1696,RL,15896,IR2,5,1999,Gable,PConc,1177,GasA,SBrkr,2312,Gd,8,BuiltIn,1999,658,TA,2009,204032.9929
1697,RL,7848,IR1,6,1999,Gable,PConc,384,GasA,SBrkr,1430,TA,7,BuiltIn,1999,410,TA,2009,176023.2328
1698,RL,12720,Reg,5,2000,Gable,PConc,1455,GasA,SBrkr,2687,Gd,10,BuiltIn,2000,810,TA,2009,202202.0733
1699,RL,10750,IR1,5,1994,Hip,PConc,2024,GasA,SBrkr,2063,Gd,7,Attchd,1994,815,TA,2009,181734.4801
1700,RL,9085,Reg,5,1995,Gable,PConc,1070,GasA,SBrkr,2061,Gd,7,Attchd,1995,647,TA,2009,183982.159
1701,RL,11692,IR1,5,1993,Gable,PConc,1173,GasA,SBrkr,2232,Gd,8,Attchd,1993,623,TA,2009,188007.9424
1702,RL,11194,IR1,5,2008,Gable,PConc,1696,GasA,SBrkr,1696,Gd,7,Attchd,2008,972,TA,2009,185922.9668
1703,RL,10206,Reg,5,2008,Gable,PConc,1614,GasA,SBrkr,1658,Gd,7,Attchd,2008,726,TA,2009,183978.5449
1704,RL,10130,Reg,5,2007,Gable,PConc,1702,GasA,SBrkr,1702,Gd,7,Attchd,2007,844,TA,2009,177199.6186
1705,RL,9139,IR1,5,2006,Hip,PConc,1422,GasA,SBrkr,1432,Gd,7,Attchd,2006,492,TA,2009,181878.648
1706,RL,11128,Reg,5,2005,Hip,PConc,2458,GasA,SBrkr,2490,Ex,9,Attchd,2005,795,TA,2009,173622.0887
1707,FV,7993,IR1,5,2008,Gable,PConc,1436,GasA,SBrkr,1436,Gd,6,Attchd,2008,529,TA,2009,180728.1686
1708,FV,8640,Reg,5,2008,Hip,PConc,1402,GasA,SBrkr,1402,Gd,7,Attchd,2008,625,TA,2009,176477.0266
1709,FV,12606,IR1,5,2007,Gable,PConc,1530,GasA,SBrkr,1530,Gd,7,Attchd,2008,984,TA,2009,184282.2667
1710,FV,7500,Reg,5,2006,Gable,PConc,1372,GasA,SBrkr,1448,Gd,6,Attchd,2006,692,TA,2009,162062.4754
1711,FV,10603,Reg,5,2006,Hip,PConc,900,GasA,SBrkr,1795,Gd,8,Attchd,2006,782,TA,2009,182550.071
1712,FV,8125,Reg,5,2008,Hip,PConc,1836,GasA,SBrkr,1836,Gd,8,Attchd,2009,517,TA,2009,180987.9496
1713,FV,10625,Reg,5,2006,Gable,PConc,1652,GasA,SBrkr,1662,Ex,8,Attchd,2006,711,TA,2009,178173.7976
1714,FV,8736,IR1,5,2003,Gable,PConc,1553,GasA,SBrkr,1553,Gd,6,Attchd,2003,588,TA,2009,179980.6359
1715,FV,8127,IR1,5,2003,Gable,PConc,812,GasA,SBrkr,1653,Gd,6,Attchd,2003,628,TA,2009,173257.6378
1716,RL,9605,Reg,6,2007,Gable,PConc,1218,GasA,SBrkr,1218,Gd,6,Detchd,2007,576,TA,2009,177271.2911
1717,RL,7500,Reg,5,2006,Gable,PConc,1141,GasA,SBrkr,1141,Gd,6,Detchd,2006,484,TA,2009,175338.3554
1718,RL,7500,Reg,5,2004,Gable,PConc,1158,GasA,SBrkr,1158,Gd,5,NA,NA,0,NA,2009,177548.1405
1719,RL,10628,IR1,5,2004,Gable,PConc,835,GasA,SBrkr,1812,Gd,8,BuiltIn,2004,478,TA,2009,175969.9166
1720,RL,10141,IR1,5,2004,Gable,PConc,1512,GasA,SBrkr,1512,Gd,6,Attchd,2004,845,TA,2009,175011.482
1721,RL,13072,Reg,5,2004,Gable,PConc,1114,GasA,SBrkr,1114,Gd,6,Detchd,2005,576,TA,2009,185199.3726
1722,RL,13072,Reg,5,2004,Gable,PConc,1114,GasA,SBrkr,1114,Gd,6,NA,NA,0,NA,2009,188514.0502
1723,RL,12450,Reg,5,2003,Gable,PConc,1114,GasA,SBrkr,1114,Gd,6,Detchd,2004,576,TA,2009,185080.1453
1724,RL,7328,Reg,5,2008,Gable,PConc,1450,GasA,SBrkr,1450,Gd,6,Attchd,2008,788,TA,2009,157304.4026
1725,RL,11492,IR1,5,1996,Gable,PConc,913,GasA,SBrkr,2122,Gd,8,Attchd,1997,559,TA,2009,194260.8595
1726,RL,7703,Reg,6,1992,Gable,PConc,816,GasA,SBrkr,1730,Gd,6,Attchd,1992,528,TA,2009,181262.33
1727,RL,7175,Reg,5,1990,Gable,PConc,1332,GasA,SBrkr,1332,Gd,5,Attchd,1990,542,TA,2009,157003.2927
1728,RL,9109,Reg,5,1994,Gable,PConc,754,GasA,SBrkr,1540,Gd,6,Attchd,1994,495,TA,2009,182924.4994
1729,RL,10274,IR1,7,1986,Gable,CBlock,676,GasA,SBrkr,1400,TA,6,Attchd,1986,465,TA,2009,181902.5864
1730,RL,8250,Reg,7,1981,Gable,Slab,0,GasA,SBrkr,1882,TA,8,Attchd,1981,612,TA,2009,188985.3717
1731,RL,9750,IR1,5,1962,Hip,CBlock,980,GasA,SBrkr,980,TA,5,Detchd,1969,400,TA,2009,185290.9045
1732,RL,8499,IR1,6,1961,Gable,CBlock,864,GasA,SBrkr,864,TA,5,Detchd,1982,732,TA,2009,177304.4258
1733,RL,9079,IR1,5,1961,Gable,CBlock,864,GasA,SBrkr,864,TA,5,Attchd,1961,440,TA,2009,166274.9005
1734,RL,9316,IR1,5,1965,Gable,CBlock,1024,GasA,SBrkr,1020,TA,5,Attchd,1965,288,TA,2009,177807.4205
1735,RL,7791,IR1,8,1963,Gable,CBlock,912,GasA,SBrkr,912,Gd,6,Attchd,1963,300,TA,2009,180330.6248
1736,RL,7150,Reg,6,1962,Gable,CBlock,912,GasA,SBrkr,912,TA,6,Attchd,1962,252,TA,2009,179069.1122
1737,RL,15676,IR1,8,1980,Gable,CBlock,2014,GasA,SBrkr,2014,Gd,6,Attchd,1980,864,TA,2009,175943.3718
1738,RL,11949,Reg,8,1991,Gable,PConc,975,GasA,SBrkr,1755,Gd,7,Attchd,1991,524,TA,2009,185199.0506
1739,FV,2880,Reg,5,2004,Gable,PConc,1376,GasA,SBrkr,3005,Gd,9,BuiltIn,2004,704,TA,2009,167350.9108
1740,FV,3830,IR1,5,2008,Gable,PConc,1726,GasA,SBrkr,1726,Gd,6,Attchd,2008,561,TA,2009,149315.3119
1741,FV,4217,IR1,5,2008,Gable,PConc,1145,GasA,SBrkr,1256,Gd,5,Attchd,2008,641,TA,2009,139010.8478
1742,FV,2998,Reg,5,2000,Gable,PConc,756,GasA,SBrkr,1512,Gd,4,Detchd,2000,440,TA,2009,155412.1518
1743,FV,3768,Reg,5,1999,Hip,PConc,691,GasA,SBrkr,1452,Gd,6,Detchd,1999,506,TA,2009,171308.314
1744,RL,14694,IR1,9,1977,Gable,CBlock,1694,GasA,SBrkr,1694,Ex,5,Attchd,1977,642,TA,2009,176220.5433
1745,RL,15417,Reg,5,1981,Gable,CBlock,1740,GasA,SBrkr,1740,Gd,7,Attchd,1981,540,TA,2009,177643.435
1746,RL,9600,Reg,5,1976,Gable,CBlock,392,GasA,SBrkr,2499,TA,5,Attchd,1976,527,TA,2009,187222.6533
1747,RL,12732,IR1,6,1974,Gable,CBlock,752,GasA,SBrkr,2067,Gd,7,Attchd,1974,784,TA,2009,185635.1321
1748,RL,10400,Reg,7,1967,Gable,PConc,932,GasA,SBrkr,2640,Gd,8,Attchd,1967,515,TA,2009,206492.5342
1749,RL,9600,Reg,5,1969,Gable,CBlock,1288,GasA,SBrkr,1336,TA,6,Attchd,1969,502,TA,2009,181681.0211
1750,RL,9000,Reg,5,1969,Gable,CBlock,1216,GasA,SBrkr,1216,TA,5,Attchd,1969,336,TA,2009,180500.1981
1751,RL,13774,IR1,7,1977,Hip,PConc,908,GasA,SBrkr,2288,Gd,8,Attchd,1977,520,TA,2009,206486.1709
1752,RL,7130,Reg,6,1967,Gable,PConc,864,GasA,SBrkr,864,TA,5,Attchd,1967,312,TA,2009,161334.3012
1753,RL,9600,Reg,5,1967,Hip,CBlock,1568,GasA,SBrkr,1568,TA,7,Attchd,1967,440,TA,2009,176156.5583
1754,RL,9600,Reg,5,1974,Gable,CBlock,1165,GasA,SBrkr,2061,TA,8,Attchd,1974,498,TA,2009,191642.2235
1755,RL,16500,Reg,5,1971,Hip,CBlock,1232,GasA,SBrkr,1320,TA,5,Attchd,1971,495,TA,2009,191945.808
1756,RL,7436,Reg,7,1960,Gable,CBlock,894,GasA,SBrkr,894,TA,5,Detchd,1988,396,TA,2009,164146.306
1757,RL,8125,Reg,7,1959,Hip,CBlock,864,GasA,SBrkr,864,TA,5,Detchd,1960,308,TA,2009,179883.0571
1758,RL,9450,IR1,5,1957,Gable,CBlock,1040,GasA,SBrkr,1362,TA,6,Attchd,1982,768,TA,2009,178071.1377
1759,RL,13495,IR1,6,1956,Gable,CBlock,1048,GasA,SBrkr,1728,TA,7,Detchd,1956,576,TA,2009,188241.6379
1760,RL,9350,Reg,6,1961,Gable,CBlock,1313,GasA,SBrkr,1313,Gd,6,Attchd,1961,610,TA,2009,174559.6562
1761,RL,10500,IR1,5,1964,Gable,CBlock,1292,GasA,SBrkr,1292,TA,6,Detchd,1964,520,TA,2009,182347.363
1762,RL,8970,IR1,6,1965,Gable,CBlock,744,GasA,SBrkr,2140,TA,7,Attchd,1965,549,TA,2009,191507.2519
1763,RL,11475,Reg,6,1961,Hip,CBlock,1208,GasA,SBrkr,1576,Gd,7,BuiltIn,1961,368,TA,2009,199751.8656
1764,RL,9768,Reg,5,1955,Gable,CBlock,960,GasA,SBrkr,960,TA,5,Attchd,1955,330,TA,2009,162106.4161
1765,RL,9900,Reg,5,1967,Gable,CBlock,1680,GasA,SBrkr,1691,TA,5,Attchd,1967,550,TA,2009,164575.9823
1766,RL,10573,IR1,6,1961,Hip,CBlock,1453,GasA,SBrkr,1453,TA,6,Attchd,1961,530,TA,2009,179176.3522
1767,RL,14695,IR1,8,1966,Gable,CBlock,1562,GasA,SBrkr,1567,Gd,5,Attchd,1966,542,TA,2009,177327.4039
1768,RL,8760,Reg,7,1956,Gable,CBlock,1169,GasA,SBrkr,1144,TA,6,Attchd,1956,286,TA,2009,177818.0838
1769,RL,12285,IR1,6,1960,Gable,CBlock,1329,GasA,SBrkr,1329,TA,5,Attchd,1960,441,TA,2009,186965.204
1770,RL,9240,IR1,8,1959,Hip,CBlock,988,GasA,SBrkr,988,Gd,6,Attchd,1959,297,TA,2009,178762.7422
1771,RL,8750,Reg,5,1956,Gable,CBlock,1202,GasA,SBrkr,1202,TA,6,Attchd,1956,304,TA,2009,183322.8661
1772,RL,8750,Reg,5,1955,Gable,CBlock,1382,GasA,FuseA,1382,Gd,6,Attchd,1955,350,TA,2009,178903.2959
1773,RL,10400,Reg,5,1956,Gable,CBlock,1200,GasA,SBrkr,1200,TA,6,Attchd,1956,294,TA,2009,186570.1294
1774,RL,9482,Reg,4,1958,Hip,PConc,1866,GasA,SBrkr,1866,TA,8,Detchd,1958,495,Fa,2009,199144.2428
1775,RL,8128,IR1,7,1954,Hip,CBlock,1062,GasA,SBrkr,1062,TA,6,Attchd,1954,297,TA,2009,172154.7133
1776,RL,13070,Reg,5,1951,Hip,CBlock,631,GasA,FuseA,1112,TA,5,Basment,1951,480,TA,2009,177444.0192
1777,RL,8480,Reg,6,1945,Gable,CBlock,793,GasA,SBrkr,793,Fa,4,Detchd,1945,240,TA,2009,166200.9381
1778,RL,7626,Reg,8,1952,Hip,CBlock,1031,GasA,SBrkr,1031,Gd,5,Attchd,1952,230,TA,2009,158995.7706
1779,RL,9533,Reg,5,1953,Hip,Slab,0,GasA,FuseA,1210,TA,7,Attchd,1953,616,TA,2009,168273.2825
1780,RL,11419,Reg,7,1948,Gable,CBlock,699,GasA,FuseA,1527,TA,6,Attchd,1948,410,TA,2009,189680.4531
1781,RL,9600,Reg,6,1950,Gable,CBlock,1200,GasA,SBrkr,1200,TA,6,Attchd,1950,246,TA,2009,181681.0211
1782,RL,5470,Reg,5,1958,Gable,CBlock,792,GasA,FuseA,792,TA,4,Attchd,1958,366,TA,2009,160277.1426
1783,RL,10800,Reg,7,1939,Gable,BrkTil,676,GasA,SBrkr,1352,Gd,7,Detchd,1939,720,TA,2009,197318.5472
1784,RL,8146,Reg,8,1900,Gable,BrkTil,405,GasA,SBrkr,1039,TA,6,Detchd,1940,281,TA,2009,162228.9356
1785,RL,10230,Reg,7,1925,Gable,BrkTil,1054,GasA,SBrkr,1078,Ex,6,Detchd,1987,264,TA,2009,187340.4555
1786,RL,10410,Reg,5,1915,Gable,BrkTil,1313,GasA,SBrkr,2377,Gd,8,Detchd,1954,528,TA,2009,181065.347
1787,RL,7200,Reg,9,1910,Gable,PConc,560,GasA,SBrkr,1690,Gd,5,Detchd,2008,624,TA,2009,190233.6091
1788,RL,5400,Reg,5,1940,Gable,PConc,416,GasA,FuseA,599,Gd,4,NA,NA,0,NA,2009,157929.5949
1789,RL,10800,Reg,7,1920,Gable,BrkTil,720,GasA,SBrkr,846,Gd,4,Detchd,1980,576,TA,2009,168557.0019
1790,RL,10800,Reg,5,1890,Gable,BrkTil,630,GasA,FuseA,725,TA,4,Detchd,1959,320,TA,2009,160805.5846
1791,RL,9671,Reg,5,1969,Gable,CBlock,1248,GasA,SBrkr,2544,TA,12,Attchd,1969,907,TA,2009,221648.392
1792,RL,10143,Reg,7,1963,Gable,CBlock,1380,GasA,SBrkr,1380,TA,6,Attchd,1963,364,TA,2009,180539.8808
1793,RL,11500,IR1,4,1967,Gable,CBlock,1040,GasA,SBrkr,1040,TA,6,Attchd,1967,480,TA,2009,182105.6163
1794,RL,8010,Reg,9,1958,Hip,CBlock,951,GasA,SBrkr,951,Gd,6,Detchd,1985,480,TA,2009,166380.8526
1795,RL,10454,IR1,6,1957,Hip,CBlock,1105,GasA,FuseA,1105,TA,5,Detchd,1957,308,TA,2009,178942.1556
1796,RL,9000,IR1,6,1958,Flat,CBlock,160,GasA,SBrkr,1142,TA,5,Basment,1958,384,TA,2009,162804.7478
1797,RL,8064,Reg,5,1950,Gable,CBlock,795,GasA,SBrkr,1133,TA,5,Detchd,1989,900,TA,2009,183077.6844
1798,RL,7350,Reg,6,1958,Hip,CBlock,1041,GasA,SBrkr,1041,TA,6,Attchd,1958,294,TA,2009,171728.472
1799,RL,7200,Reg,7,1952,Gable,CBlock,732,GasA,SBrkr,732,TA,4,Detchd,1952,240,TA,2009,164786.7415
1800,RL,8000,Reg,5,1959,Gable,CBlock,528,GasA,SBrkr,1183,TA,6,Attchd,1959,288,TA,2009,177427.2672
1801,RL,10800,Reg,7,1949,Gable,CBlock,832,GasA,FuseF,1461,TA,6,Detchd,1949,384,TA,2009,197318.5472
1802,RL,8064,Reg,7,1948,Gable,CBlock,864,GasA,SBrkr,1495,TA,6,Detchd,1994,576,TA,2009,178658.1142
1803,RL,7570,Reg,5,1964,Gable,CBlock,780,GasA,SBrkr,1806,TA,8,Attchd,1964,483,TA,2009,185437.3205
1804,RL,8604,IR1,7,1978,Gable,CBlock,941,GasA,SBrkr,941,Gd,4,Attchd,1978,564,TA,2009,169759.6525
1805,RL,7936,Reg,6,1963,Hip,CBlock,1045,GasA,SBrkr,1045,TA,6,Attchd,1963,264,TA,2009,173986.6351
1806,RM,4080,Reg,8,1935,Gable,PConc,901,GasA,SBrkr,1378,Gd,6,Detchd,1920,162,Fa,2009,168607.6643
1807,RM,10307,Reg,5,1910,Gable,CBlock,972,GasA,FuseA,1944,TA,12,Detchd,1920,324,TA,2009,194138.5191
1808,RM,15660,Reg,8,1910,Gable,CBlock,240,GasA,SBrkr,1306,Gd,6,Detchd,1959,472,TA,2009,192502.4409
1809,RM,9900,Reg,8,1910,Gable,CBlock,504,GasA,SBrkr,1464,TA,7,NA,NA,0,NA,2009,176746.9698
1810,RM,6406,Reg,6,1939,Gable,BrkTil,690,GasA,FuseA,1558,TA,7,Detchd,1939,400,TA,2009,177604.8917
1811,RM,7627,Reg,6,1920,Gable,BrkTil,600,GasA,SBrkr,1701,Fa,8,NA,NA,0,NA,2009,193283.7466
1812,RM,10134,Reg,5,1910,Gable,BrkTil,801,GasA,SBrkr,1447,TA,6,NA,NA,0,NA,2009,181627.061
1813,RM,6000,Reg,7,1950,Gable,CBlock,768,GasA,FuseA,1328,TA,6,Detchd,1950,308,TA,2009,169071.6203
1814,RM,7404,Reg,6,1920,Gable,BrkTil,861,GasA,SBrkr,861,TA,5,Detchd,1920,288,TA,2009,167398.0065
1815,RM,5925,Reg,4,1940,Gable,BrkTil,0,GasA,FuseA,612,TA,4,Detchd,1965,308,Fa,2009,150106.5051
1816,RM,8520,Reg,8,1923,Gable,PConc,624,GasA,SBrkr,792,TA,5,Detchd,1963,287,TA,2009,159650.3043
1817,RM,9600,Reg,4,1910,Gable,BrkTil,677,GasA,SBrkr,1510,Gd,7,Detchd,1974,720,TA,2009,179471.236
1818,RM,8400,Reg,7,1900,Gable,BrkTil,917,GasA,FuseA,2007,Ex,8,Detchd,1930,357,TA,2009,177109.59
1819,RM,3600,Reg,7,1917,Gable,BrkTil,624,GasA,SBrkr,1288,Ex,5,Attchd,1917,280,TA,2009,166558.1133
1820,C (all),3300,Reg,3,1910,Gable,BrkTil,624,GasA,SBrkr,816,TA,5,NA,NA,0,NA,2009,153796.7143
1821,RM,5400,Reg,6,1920,Gable,BrkTil,972,GasA,SBrkr,1480,TA,6,Detchd,1920,207,TA,2009,174520.1526
1822,RM,9720,Reg,7,1910,Gable,PConc,741,GasA,SBrkr,1521,Gd,8,Detchd,1950,640,TA,2009,196297.9583
1823,C (all),9392,Reg,3,1900,Mansard,CBlock,245,GasA,SBrkr,797,TA,5,NA,NA,0,NA,2009,169100.6816
1824,RL,6615,Reg,6,1923,Gable,BrkTil,1022,GasA,FuseA,1432,Gd,6,BuiltIn,1923,216,TA,2009,176911.3192
1825,RL,4960,Reg,7,1930,Gable,CBlock,297,GasA,SBrkr,1654,TA,7,Detchd,1955,336,TA,2009,169234.6455
1826,RM,6000,Reg,5,1924,Gable,BrkTil,468,GasA,SBrkr,1142,TA,6,Attchd,1924,320,TA,2009,172386.2979
1827,RM,6120,Reg,6,1925,Gable,BrkTil,960,GasA,SBrkr,995,TA,5,Detchd,1926,264,TA,2009,156031.9048
1828,RM,6120,Reg,6,1938,Gable,BrkTil,952,GasA,FuseA,1582,TA,6,Detchd,1938,250,TA,2009,168202.8923
1829,RM,8635,Reg,5,1925,Hip,BrkTil,1072,GasA,SBrkr,1072,TA,5,Detchd,1982,1184,TA,2009,166505.984
1830,RM,8094,Reg,6,1915,Gable,PConc,1048,GasA,FuseA,1768,TA,8,Detchd,1930,576,Fa,2009,176507.3702
1831,RM,9928,Reg,8,1915,Gable,BrkTil,672,GasA,SBrkr,1944,TA,8,Detchd,1915,216,TA,2009,180116.7526
1832,RM,3000,Reg,1,1922,Hip,BrkTil,1040,GasA,SBrkr,2128,TA,11,NA,NA,0,NA,2009,183072.7406
1833,RM,6876,Reg,5,1927,Gable,CBlock,720,GasA,SBrkr,1930,TA,8,Attchd,1927,316,TA,2009,189595.9647
1834,RM,5775,IR2,7,1915,Gable,BrkTil,483,GasA,SBrkr,1427,Gd,7,Attchd,1915,379,TA,2009,167523.9191
1835,RM,5852,IR3,5,1902,Gable,BrkTil,1020,GasA,FuseF,1864,TA,9,NA,NA,0,NA,2009,210817.7759
1836,RM,5160,Reg,6,1927,Gable,BrkTil,1204,GasA,FuseA,1666,TA,4,Detchd,1927,384,TA,2009,172942.9308
1837,RM,5160,Reg,6,1923,Hip,PConc,858,GasA,SBrkr,892,Gd,5,NA,NA,0,NA,2009,145286.2781
